web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,lat,lon
1733474670-917,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 65'800.–,22'555 km,Diesel,"BODENACKERSTRASSE 71, 4657 DULLIKEN",65800,22555,1,50000 - 99999,47.3494873046875,7.955150604248047
1733474674-918,VW T6 CALIFORNIA 2.0 BI-TDI BEACH LIBERTY 4MOTION,CHF 55'900.–,76'500 km,Diesel,"BADENER LANDSTRASSE 23, 8197 RAFZ",55900,76500,1,50000 - 99999,47.60960006713867,8.533876419067383
1733474677-919,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN 4MOTION,CHF 44'800.–,126'400 km,Diesel,"LANGENHAGSTRASSE 21, 4147 AESCH",44800,126400,1,20000 - 49999,47.477447509765625,7.587740421295166
1733474680-920,MORELO PALACE 88 LB LIFE,CHF 248'900.–,36'000 km,Diesel,"WILERSTRASSE 25, 9536 SCHWARZENBACH",248900,36000,1,200000 - 499999,47.44380187988281,9.069479942321777
1733474686-922,VW T6 CALIFORNIA 2.0 TDI OCEAN GREY 4MOTION,CHF 62'000.–,75'000 km,Diesel,5023 BIBERSTEIN,62000,75000,1,50000 - 99999,47.41438674926758,8.095425605773926
1733474689-923,DETHLEFFS TREND I 7057 EB,CHF 35'671.–,42'071 km,Diesel,8964 RUDOLFSTETTEN,35671,42071,1,20000 - 49999,47.37043380737305,8.37948226928711
1733474692-924,MERCEDES-BENZ SPRINTER 316 4X4,CHF 38'000.–,130'000 km,Diesel,8586 ERLEN,38000,130000,1,20000 - 49999,47.54731369018555,9.226140975952148
1733474695-925,FLAGSTAFF FOREST RIVER + NISSAN NAVARA,CHF 59'900.–,90'000 km,Diesel,1084 CARROUGE,59900,90000,1,50000 - 99999,46.60173416137695,6.782556056976318
1733474698-926,VW CALI. BITDI BEA.ED.LI.4MA,CHF 60'000.–,90'000 km,Diesel,3753 OEY,60000,90000,1,50000 - 99999,46.66046142578125,7.57821798324585
1733474701-927,FIAT DUCATO DETHLEFFS EIGHTY II,CHF 44'800.–,41'500 km,Diesel,3510 KONOLFINGEN,44800,41500,1,20000 - 49999,46.8819694519043,7.624114990234375
1733474706-929,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 52'000.–,62'855 km,Diesel,1312 ECLEPENS,52000,62855,1,50000 - 99999,46.650978088378906,6.531946659088135
1733474717-931,FORD TRANSIT CUSTOM L1H1 / S-CAMPER LIMITED EDITION,CHF 34'900.–,30'000 km,Diesel,"BERNFELDWEG 34, 3303 JEGENSTORF",34900,30000,1,20000 - 49999,47.043601989746094,7.5021491050720215
1733474720-932,CHAUSSON FORD 788 TITANIUM PREMIUM,CHF 74'900.–,15'000 km,Diesel,"GRAND-RUE 57, 2606 CORGÉMONT",74900,15000,1,50000 - 99999,47.192195892333984,7.1341753005981445
1733474723-933,FIAT SUNLIGHT A57 - KOMPAKT,CHF 39'900.–,78'507 km,Diesel,"DAMMSTRASSE 6, 8112 OTELFINGEN",39900,78507,1,20000 - 49999,47.45909881591797,8.40501594543457
1733474725-934,KNAUS TABBERT TR SPORT,CHF 27'900.–,100'500 km,Diesel,"SÄGESTRASSE 51, 5600 LENZBURG",27900,100500,1,20000 - 49999,47.39253234863281,8.177163124084473
1733474730-935,HOBBY MAXIA VAN 680 ET (H23),CHF 94'231.–,20'000 km,Diesel,"SAGENFELDSTRASSE 2, 6252 DAGMERSELLEN",94231,20000,1,50000 - 99999,47.22044372558594,7.975039482116699
1733474733-936,FIAT ETRUSCO T6900 SB,CHF 68'900.–,13'700 km,Diesel,"NEUDORFSTRASSE 1, 9434 AU SG",68900,13700,1,50000 - 99999,47.434513092041016,9.637459754943848
1733474749-939,SUN LIVING A70 DK,CHF 79'900.–,10'000 km,Diesel,"GRAND-RUE 57, 2606 CORGÉMONT",79900,10000,1,50000 - 99999,47.192195892333984,7.1341753005981445
1733474752-940,BLUCAMP BLUE BIRD,CHF 499'000.–,322'000 km,Diesel,8306 BRÜTTISELLEN,499000,322000,1,200000 - 499999,47.425621032714844,8.630430221557617
1733474754-941,MERCEDES-BENZ UNIMOG U2150,CHF 90'000.–,188'000 km,Diesel,7240 PRADA,90000,188000,1,50000 - 99999,46.91464614868164,9.789543151855469
1733474757-942,MERCEDES-BENZ MARCO POLO 250 D 4MATIC 7G-TRONIC,CHF 51'500.–,73'000 km,Diesel,3360 HERZOGENBUCHSEE,51500,73000,1,50000 - 99999,47.18104553222656,7.707192897796631
1733474760-943,VW 40 4X4,CHF 65'000.–,260'000 km,Diesel,8305 DIETLIKON,65000,260000,1,50000 - 99999,47.41460037231445,8.622008323669434
1733474763-944,RANDGER R560 4X4,CHF 69'500.–,43'000 km,Diesel,1005 LAUSANNE,69500,43000,1,50000 - 99999,46.52744674682617,6.643022537231445
1733474766-945,BÜRSTNER //FORD A630 NEXXO FAMILY//,CHF 24'990.–,89'810 km,Diesel,4133 SCHWEIZERHALLE,24990,89810,1,20000 - 49999,47.5308837890625,7.67845344543457
1733474773-946,FIAT DUCATO,CHF 29'000.–,105'971 km,Diesel,1063 PEYRES-POSSENS,29000,105971,1,20000 - 49999,46.66026306152344,6.7076497077941895
1733474777-947,MERCEDES-BENZ MARCO POLO 250 D  4M A,CHF 69'900.–,20'350 km,Diesel,1292 CHAMBESY,69900,20350,1,50000 - 99999,46.24207305908203,6.143271446228027
1733474779-948,VW T6 CALIFORNIA 2.0 TDI OCEAN GREY 4MOTION + OFFROAD UMBAU,CHF 55'000.–,97'000 km,Diesel,6353 WEGGIS,55000,97000,1,50000 - 99999,47.03221130371094,8.399726867675781
1733474782-949,EURA MOBIL PROFILIA 685,CHF 23'000.–,127'900 km,Diesel,8181 HÖRI,23000,127900,1,20000 - 49999,47.50730895996094,8.493321418762207
1733474795-951,VW T6.1 CALIF. TDI BEACH LIB 4M A EDITION DAKAR,CHF 73'850.–,36'000 km,Diesel,"ST-HUBERT 151, 2854 BASSECOURT",73850,36000,1,50000 - 99999,47.33354187011719,7.228043556213379
1733474806-955,HOBBY VANTANA K65 ET DE LUXE - AUTOMAT (G31),CHF 79'137.–,20'000 km,Diesel,"SAGENFELDSTRASSE 2, 6252 DAGMERSELLEN",79137,20000,1,50000 - 99999,47.22044372558594,7.975039482116699
1733474808-956,HOBBY VANTANA K65 ET DE LUXE,CHF 79'770.–,20'000 km,Diesel,"SAGENFELDSTRASSE 2, 6252 DAGMERSELLEN",79770,20000,1,50000 - 99999,47.22044372558594,7.975039482116699
1733474811-957,HOBBY VANTANA K65 ET DE LUXE - AUTOMAT,CHF 79'944.–,30'000 km,Diesel,"SAGENFELDSTRASSE 2, 6252 DAGMERSELLEN",79944,30000,1,50000 - 99999,47.22044372558594,7.975039482116699
1733474814-958,VW T6.1 CALIFORNIA 3000 2.0 TDI 150 BEACH DSG 4M,CHF 75'000.–,23'000 km,Diesel,"AVENUE DU GRAND-ST-BERNARD 78, 1920 MARTIGNY",75000,23000,1,50000 - 99999,46.091285705566406,7.062888145446777
1733474817-959,MERCEDES-BENZ MARCO POLO 250 D 4MATIC,CHF 51'900.–,44'000 km,Diesel,"RAPPERSWILERSTRASSE 66, 8620 WETZIKON",51900,44000,1,50000 - 99999,47.31383514404297,8.799581527709961
1733474819-960,RENAULT MASTER T35 2.3DCI 130 L3H3,CHF 38'000.–,78'000 km,Diesel,8863 BUTTIKON,38000,78000,1,20000 - 49999,47.172969818115234,8.956398010253906
1733474822-961,VW T6 CALIFORNIA BEACH EDITION BI-TDI 4 MOTION DSG,CHF 60'000.–,60'000 km,Diesel,8002 ZÜRICH,60000,60000,1,50000 - 99999,47.35676193237305,8.528594970703125
1733474824-962,NIESMANN + BISCHOFF SMOVE,CHF 97'500.–,28'500 km,Diesel,3818 GRINDELWALD,97500,28500,1,50000 - 99999,46.63349914550781,7.999499320983887
1733474827-963,CARTHAGO C-COMPACTLINE | 138 DB SUPER-LIGHTWEIGHT,CHF 59'900.–,32'000 km,Diesel,1054 MORRENS,59900,32000,1,50000 - 99999,46.588924407958984,6.622608661651611
1733474829-964,FORD TRANSIT CUSTOM NUGGET,CHF 49'500.–,46'000 km,Diesel,3400 BURGDORF,49500,46000,1,20000 - 49999,47.05270767211914,7.623175144195557
1733474832-965,VW LT 31,CHF 10'000.–,250'000 km,Benzin,1642 SORENS,10000,250000,0,0 - 19999,46.669918060302734,7.053315162658691
1733474835-966,FIAT ADRIA TWIN,CHF 22'900.–,205'000 km,Diesel,8003 ZÜRICH,22900,205000,1,20000 - 49999,47.37407302856445,8.518782615661621
1733474839-967,HYMER I 674 INTÉGRAL AUTOMATIK -  150CV,CHF 75'000.–,57'000 km,Diesel,1054 MORRENS,75000,57000,1,50000 - 99999,46.588924407958984,6.622608661651611
1733474842-968,RENAULT MASTER T35 2.3DCI 125 L3H2,CHF 17'000.–,137'000 km,Diesel,7276 DAVOS FRAUENKIRCH,17000,137000,1,0 - 19999,46.76615524291992,9.796841621398926
1733474844-969,VW T6 CALIFORNIA 2.0 TDI OCEAN 4MOTION,CHF 49'900.–,85'000 km,Diesel,1963 VÉTROZ,49900,85000,1,20000 - 49999,46.226478576660156,7.293615341186523
1733474856-971,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION / VIDEO : HTTPS://YOUTU.BE/H5XVLUW4PE8 / BILDER : HTTPS://YOUTU.BE/MZ4OHTUZWC0,CHF 64'800.–,62'510 km,Diesel,"TELLISTRASSE 106, 5000 AARAU",64800,62510,1,50000 - 99999,47.39875793457031,8.063063621520996
1733474862-972,VW T6.1 CALIFORNIA 3000 2.0 TDI 150 BEACH DSG,CHF 68'400.–,17'836 km,Diesel,"MURTENSTRASSE 40, 3177 LAUPEN",68400,17836,1,50000 - 99999,46.908939361572266,7.235764980316162
1733474870-974,VW T5 CALIFORNIA 2.0 BI-TDI COMFORTLINE,CHF 39'950.–,87'000 km,Diesel,"MURTENSTRASSE 4, 3270 AARBERG",39950,87000,1,20000 - 49999,47.04380798339844,7.273412704467773
1733474873-975,KARMANN DAVIS 590 LIFESTLYE,CHF 62'900.–,15'000 km,Diesel,"GRAND-RUE 57, 2606 CORGÉMONT",62900,15000,1,50000 - 99999,47.192195892333984,7.1341753005981445
1733474875-976,MERCEDES-BENZ VIANO 2.2 CDI FUN LANG WAGON*4X4*8-PLÄTZER*,CHF 29'999.–,193'800 km,Diesel,"WERKHOFSTRASSE 1, 8360 ESCHLIKON TG",29999,193800,1,20000 - 49999,47.462318420410156,8.952805519104004
1733474878-977,MERCEDES-BENZ MARCO POLO 250 D 4MATIC,CHF 56'650.–,109'500 km,Diesel,"SOLOTHURNSTRASSE 21, 4536 ATTISWIL",56650,109500,1,50000 - 99999,47.246665954589844,7.609896183013916
1733474884-979,VW T6.1 CALIFORNIA BEACH EDITION,CHF 59'900.–,39'000 km,Diesel,6838 CABBIO,59900,39000,1,50000 - 99999,45.899051666259766,9.046585083007812
1733474887-980,CITROEN JUMPER,CHF 17'000.–,142'000 km,Diesel,5646 ABTWIL,17000,142000,1,0 - 19999,47.17750930786133,8.353095054626465
1733474892-982,ADRIA SONIC,CHF 45'000.–,65'000 km,Diesel,8865 BILTEN,45000,65000,1,20000 - 49999,47.15252685546875,9.027087211608887
1733474895-983,LAND ROVER,CHF 39'000.–,85'000 km,Benzin,6474 AMSTEG,39000,85000,0,20000 - 49999,46.77153396606445,8.671126365661621
1733474897-984,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 53'750.–,54'500 km,Diesel,8057 ZÜRICH,53750,54500,1,50000 - 99999,47.40449523925781,8.5419921875
1733474903-986,MERCEDES-BENZ MARCO POLO 300 D 4M A,CHF 62'900.–,60'000 km,Diesel,9000 ST GALLEN,62900,60000,1,50000 - 99999,47.42531967163086,9.382689476013184
1733474907-987,MERCEDES-BENZ VARIO 616 D À NÉGOCIER,CHF 35'000.–,160'000 km,Diesel,1213 PETIT-LANCY,35000,160000,1,20000 - 49999,46.190120697021484,6.118367671966553
1733474918-989,LAIKA X700,CHF 35'900.–,114'500 km,Diesel,"INDUSTRIERING 1000, 5742 KÖLLIKEN",35900,114500,1,20000 - 49999,47.32300567626953,8.011993408203125
1733474924-991,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY DSG,CHF 62'490.–,33'700 km,Diesel,"BERNSTRASSE 86, 4953 SCHWARZENBACH",62490,33700,1,50000 - 99999,47.106346130371094,7.827782154083252
1733474928-992,VW T6.1 CALIFORNIA 2.0 TDI BEACH LIBERTY SPIRIT,CHF 65'900.–,17'000 km,Diesel,"VIA CANTONALE 1A, 6760 FAIDO",65900,17000,1,50000 - 99999,46.47883605957031,8.796092987060547
1733474931-993,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,CHF 71'810.–,36'000 km,Diesel,"CHEMIN DE MAILLEFER 34, 1052 LE MONT-SUR-LAUSANNE",71810,36000,1,50000 - 99999,46.54206466674805,6.6285624504089355
1733474934-994,BENIMAR TRANSIT TESSORO 463,CHF 69'000.–,29'812 km,Diesel,"CHEMIN DE RIANTBOSSON 12, 1217 MEYRIN",69000,29812,1,50000 - 99999,46.22643280029297,6.085723400115967
1733474937-995,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 68'490.–,32'000 km,Diesel,1113 SAINT-SAPHORIN-SUR-MORGES,68490,32000,1,50000 - 99999,46.54151916503906,6.489758014678955
1733474940-996,MERCEDES-BENZ MARCO POLO HORIZ 250 D 4M,CHF 45'500.–,146'000 km,Diesel,"WEHNTALERSTRASSE 24, 8181 HÖRI",45500,146000,1,20000 - 49999,47.50992202758789,8.515660285949707
1733474947-998,VW T5 CALIFORNIA 2.0 TDI BEACH,CHF 42'850.–,78'000 km,Diesel,"DORFSTRASSE 146, 4612 WANGEN BEI OLTEN",42850,78000,1,20000 - 49999,47.34405517578125,7.874294757843018
1733474951-999,BUCHER DURO 6X6,CHF 165'000.–,105'000 km,Diesel,2740 MOUTIER,165000,105000,1,100000 - 199999,47.2957878112793,7.344649314880371
1733474954-1000,MERCEDES-BENZ SPRINTER,CHF 45'000.–,370'000 km,Diesel,1000 LAUSANNE,45000,370000,1,20000 - 49999,46.553287506103516,6.698237895965576
1733474957-1001,MERCEDES-BENZ SPRINTER,CHF 32'000.–,150'000 km,Diesel,3613 STEFFISBURG,32000,150000,1,20000 - 49999,46.765296936035156,7.620683670043945
1733474959-1002,VW T6 CALIFORNIA 2.0 TDI BEACH EDITION,CHF 39'900.–,90'000 km,Diesel,8232 MERISHAUSEN,39900,90000,1,20000 - 49999,47.760982513427734,8.611381530761719
1733474962-1003,VW T6 CALIFORNIA 2.0 TDI BEACH LIBERTY - FRISCH AB MFK,CHF 39'500.–,101'700 km,Diesel,8038 ZÜRICH,39500,101700,1,20000 - 49999,47.341087341308594,8.535780906677246
1733474964-1004,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION LIBERTY,CHF 62'999.–,18'500 km,Diesel,8274 TÄGERWILEN,62999,18500,1,50000 - 99999,47.651588439941406,9.11162281036377
1733474967-1005,MERCEDES-BENZ VITO 113 CDI BLUE EFFICENCY,CHF 9'900.–,220'000 km,Diesel,1218 GRAND-SACONNEX,9900,220000,1,0 - 19999,46.22373962402344,6.119194984436035
1733474969-1006,VW T6.1 CALIFORNIA 2.0 TDI OCEAN 4MOTION,CHF 69'800.–,39'600 km,Diesel,3674 BLEIKEN,69800,39600,1,50000 - 99999,46.81439208984375,7.633904457092285
1733474972-1007,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN 4MOTION,CHF 54'000.–,170'000 km,Diesel,6452 SISIKON,54000,170000,1,50000 - 99999,46.94828414916992,8.619898796081543
1733474976-1008,HYMER GRAND CANYON S 4X4,CHF 122'500.–,15'500 km,Diesel,8853 LACHEN,122500,15500,1,100000 - 199999,47.19073486328125,8.869291305541992
1733474985-1009,VW T6.1 CALIFORNIA 2.0 BI-TDI BEACH LIBERTY 4MOTION,CHF 79'800.–,24'800 km,Diesel,"BUCHGRINDELSTRASSE 21, 8620 WETZIKON",79800,24800,1,50000 - 99999,47.331722259521484,8.790789604187012
1733474990-1010,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN,CHF 69'850.–,56'000 km,Diesel,"DORFSTRASSE 146, 4612 WANGEN BEI OLTEN",69850,56000,1,50000 - 99999,47.34405517578125,7.874294757843018
1733474994-1011,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 64'900.–,12'800 km,Diesel,"SURSEESTRASSE 32, 6206 NEUENKIRCH",64900,12800,1,50000 - 99999,47.104122161865234,8.201128005981445
1733474998-1012,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY,CHF 62'490.–,37'900 km,Diesel,"BERNSTRASSE 86, 4953 SCHWARZENBACH",62490,37900,1,50000 - 99999,47.106346130371094,7.827782154083252
1733475005-1014,MERCEDES-BENZ VIANO 2.2 CDI MARCO POLO EDITION WAG,CHF 37'500.–,146'000 km,Diesel,"ARTHERSTRASSE, 63, 6318 WALCHWIL",37500,146000,1,20000 - 49999,47.089988708496094,8.523122787475586
1733475008-1015,SUNLIGHT V66,CHF 51'000.–,50'000 km,Diesel,"KARMAAD, 9473 GAMS",51000,50000,1,50000 - 99999,47.2048225402832,9.451728820800781
1733475018-1018,MERCEDES-BENZ VITO 116 BLUETEC TOURER BASE L 4MATIC 7G-TRONIC,CHF 29'970.–,138'000 km,Diesel,5603 STAUFEN,29970,138000,1,20000 - 49999,47.38422775268555,8.168610572814941
1733475020-1019,VW T4 2.5 TDI,CHF 12'000.–,312'000 km,Diesel,1070 PUIDOUX,12000,312000,1,0 - 19999,46.487098693847656,6.76160192489624
1733475023-1020,MERCEDES-BENZ SPRINTER,CHF 164'500.–,89'000 km,Diesel,1220 LES AVANCHETS,164500,89000,1,100000 - 199999,46.221370697021484,6.109162330627441
1733475027-1021,FIAT DUCATO,CHF 25'500.–,96'000 km,Diesel,1566 ST AUBIN,25500,96000,1,20000 - 49999,46.89486312866211,6.985591411590576
1733475032-1023,MERCEDES-BENZ MARCO POLO 250 D  4M AUTOMAT,CHF 58'900.–,41'500 km,Diesel,1563 DOMPIERRE,58900,41500,1,50000 - 99999,46.852603912353516,6.987341403961182
1733475035-1024,VW T6 CALIFORNIA 2.0 TDI OCEAN 4MOTION,CHF 58'000.–,65'000 km,Diesel,5024 KÜTTIGEN,58000,65000,1,50000 - 99999,47.410057067871094,8.04912281036377
1733475038-1025,VW T6 WESTFALIA,CHF 66'500.–,39'000 km,Diesel,5512 WOHLENSCHWIL,66500,39000,1,50000 - 99999,47.40911865234375,8.256495475769043
1733475041-1026,FIAT WEINSBERG R58 CARA SUITE,CHF 69'900.–,19'280 km,Diesel,8240 THAYNGEN,69900,19280,1,50000 - 99999,47.748477935791016,8.70586109161377
1733475044-1027,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 65'500.–,35'700 km,Diesel,3012 BERN,65500,35700,1,50000 - 99999,46.958133697509766,7.41841459274292
1733475053-1028,VW CALI. TDI BEA.ED. SP. A,CHF 84'800.–,14'000 km,Diesel,"ALLMENDSTRASSE 1, 6312 STEINHAUSEN",84800,14000,1,50000 - 99999,47.19050979614258,8.488865852355957
1733475059-1030,VW T6 CALIFORNIA 2.0 TDI BEACH,CHF 52'800.–,62'500 km,Diesel,"ROUTE DE LA VALLÉE 11, 1180 ROLLE",52800,62500,1,50000 - 99999,46.46229934692383,6.333913326263428
1733475062-1031,CROSSCAMP 541,CHF 59'500.–,25'000 km,Diesel,"KARMAAD, 9473 GAMS",59500,25000,1,50000 - 99999,47.2048225402832,9.451728820800781
1733475066-1032,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 58'300.–,62'000 km,Diesel,"LUZERNSTRASSE 76, 4950 HUTTWIL",58300,62000,1,50000 - 99999,47.114723205566406,7.865595817565918
1733475069-1033,BÜRSTNER BNA660 AGROS,CHF 39'900.–,88'500 km,Diesel,"HAUPTSTRASSE 82, 4446 BUCKTEN",39900,88500,1,20000 - 49999,47.40720748901367,7.844784736633301
1733475073-1034,VW T6.1 CALIFORNIA 3000 2.0 TDI 150 OCEAN EDITION LIBERTY DSG 4M,CHF 69'900.–,27'691 km,Diesel,"MÜNCHWILERSTRASSE 34, 9554 TÄGERSCHEN",69900,27691,1,50000 - 99999,47.50751495361328,9.024870872497559
1733475077-1035,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 73'890.–,38'600 km,Diesel,"BLIGGENSWILERSTRASSE 12, 8494 BAUMA",73890,38600,1,50000 - 99999,47.368675231933594,8.868452072143555
1733475083-1037,CHALLENGER 194 *4-PERSONEN*HUBBETT*,CHF 39'900.–,49'920 km,Diesel,"BIELSTRASSE 4, 3902 GLIS",39900,49920,1,20000 - 49999,46.30784606933594,7.964730739593506
1733475086-1038,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 72'000.–,26'000 km,Diesel,3012 BERN,72000,26000,1,50000 - 99999,46.958133697509766,7.41841459274292
1733475088-1039,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 62'000.–,37'600 km,Diesel,3012 BERN,62000,37600,1,50000 - 99999,46.958133697509766,7.41841459274292
1733475091-1040,FIAT DUCATO,CHF 62'800.–,55'000 km,Diesel,1219 AIRE,62800,55000,1,50000 - 99999,46.20500183105469,6.108198642730713
1733475099-1042,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 67'900.–,25'000 km,Diesel,6900 PARADISO,67900,25000,1,50000 - 99999,45.989192962646484,8.953970909118652
1733475102-1043,SCANIA R164 LA 4X2,CHF 150'000.–,450'000 km,Diesel,9300 WITTENBACH,150000,450000,1,100000 - 199999,47.454246520996094,9.372618675231934
1733475106-1044,BREMACH TGR35-E4,CHF 79'500.–,83'000 km,Diesel,8003 ZÜRICH,79500,83000,1,50000 - 99999,47.37407302856445,8.518782615661621
1733475109-1045,VW CARAVELLE TDI SYNCRO,CHF 15'000.–,255'000 km,Diesel,3982 BITSCH,15000,255000,1,0 - 19999,46.338470458984375,8.009241104125977
1733475111-1046,FORD TRANSIT CONNECT 230L TREND,CHF 8'900.–,109'000 km,Diesel,8280 KREUZLINGEN,8900,109000,1,0 - 19999,47.64026641845703,9.195489883422852
1733475114-1047,FORD TRANSIT CHALLENGER MAGEO,CHF 42'000.–,40'000 km,Diesel,1489 MURIST,42000,40000,1,20000 - 49999,46.79024124145508,6.806734561920166
1733475123-1049,MERCEDES-BENZ MARCO POLO 250 D 4MATIC,CHF 58'500.–,127'500 km,Diesel,"BERNSTRASSE 160, 3613 STEFFISBURG",58500,127500,1,50000 - 99999,46.77615737915039,7.615246295928955
1733475129-1051,FIAT DUCATO CARPON I447,CHF 69'999.–,18'200 km,Diesel,"ZIELACKERSTRASSE 28, 8304 WALLISELLEN",69999,18200,1,50000 - 99999,47.41559600830078,8.609728813171387
1733475133-1052,HYMER FREE 600,CHF 64'999.–,27'900 km,Diesel,"WEIERACHERSTRASSE 4, 8184 BACHENBÜLACH",64999,27900,1,50000 - 99999,47.50569152832031,8.539552688598633
1733475136-1053,VW T6 CALIFORNIA 2.0BITDI DSG BEACH EDITION 4MOTION,CHF 58'900.–,64'500 km,Diesel,"CILANDERSTRASSE 13, 9100 HERISAU",58900,64500,1,50000 - 99999,47.387489318847656,9.272183418273926
1733475140-1054,VW T6 CALIFORNIA 2.0 TDI BEACH 4MOTION,CHF 44'900.–,116'600 km,Diesel,"HOFSTRASSE 99, 8620 WETZIKON ZH",44900,116600,1,20000 - 49999,47.30968475341797,8.794832229614258
1733475144-1055,"VW T6.1 CALIFORNIA 2.0 BI-TDI BEACH 4MOTION .- SEHR SCHÖNER FAHRZEUG MIT ANSCHLUSSGARANTIE 03.2025 , 5 TÜRE, 7 PLÄTZE",CHF 51'890.–,106'961 km,Diesel,"ALTMANNSTEINSTRASSE 36, 8181 HÖRI",51890,106961,1,50000 - 99999,47.51174545288086,8.519668579101562
1733475147-1056,VW T6.1 CALIFORNIA 3000 2.0 TDI 199 OCEAN LIBERTY DSG 4M,CHF 89'000.–,10'000 km,Diesel,"SOLOTHURNSTRASSE 129, 2540 GRENCHEN",89000,10000,1,50000 - 99999,47.19435501098633,7.406856536865234
1733475150-1057,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 69'950.–,46'000 km,Diesel,"BERNSTRASSE 50, 3053 MÜNCHENBUCHSEE",69950,46000,1,50000 - 99999,47.0159912109375,7.455813407897949
1733475153-1058,"VW T4 , SYNCRO. 2.5L. LANG HOCHDACH",CHF 11'000.–,299'500 km,Benzin,1734 TENTLINGEN,11000,299500,0,0 - 19999,46.774539947509766,7.206732749938965
1733475157-1059,FIAT DUCATO 280/14,CHF 16'000.–,160'000 km,Diesel,3400 BURGDORF,16000,160000,1,0 - 19999,47.05270767211914,7.623175144195557
1733475159-1060,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 62'900.–,42'000 km,Diesel,9650 NESSLAU,62900,42000,1,50000 - 99999,47.22648620605469,9.199162483215332
1733475162-1061,VW LT 35,CHF 15'900.–,65'500 km,Benzin,4313 MÖHLIN,15900,65500,0,0 - 19999,47.54944610595703,7.821641445159912
1733475165-1062,OPEL 2.0TD,CHF 11'000.–,219'000 km,Diesel,1955 GRUGNAY CHAMOSON,11000,219000,1,0 - 19999,46.20641326904297,7.2135748863220215
1733475167-1063,MERCEDES-BENZ MARCO POLO 250 D  4M AUTOMAT,CHF 71'999.–,29'500 km,Diesel,8105 REGENSDORF,71999,29500,1,50000 - 99999,47.447879791259766,8.460655212402344
1733475171-1064,FIAT CHALLENGER,CHF 22'000.–,67'934 km,Diesel,5708 BIRRWIL,22000,67934,1,20000 - 49999,47.28278732299805,8.19693374633789
1733475174-1065,VW CALIFORNIA BEACH 2.0 TDI EDITION,CHF 54'900.–,65'500 km,Diesel,4056 BASEL,54900,65500,1,50000 - 99999,47.59967041015625,7.53209114074707
1733475177-1066,AHORN,CHF 36'000.–,55'000 km,Diesel,1022 CHAVANNES-PRÈS-RENENS,36000,55000,1,20000 - 49999,46.5291748046875,6.572793483734131
1733475188-1068,FIAT CAPRON A446 6 PLATZ 2.3 MULTIJET,CHF 39'900.–,73'000 km,Diesel,"BERNSTRASSE 50, 3053 MÜNCHENBUCHSEE",39900,73000,1,20000 - 49999,47.0159912109375,7.455813407897949
1733475191-1069,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 61'900.–,26'000 km,Diesel,"VIA CANTONALE 1A, 6760 FAIDO",61900,26000,1,50000 - 99999,46.47883605957031,8.796092987060547
1733475194-1070,VW T6 CALIFORNIA 2.0 TDI OCEAN 4MOTION,CHF 53'900.–,95'000 km,Diesel,"HAUPTSTRASSE 31, 2575 HAGNECK",53900,95000,1,50000 - 99999,47.05656814575195,7.185864448547363
1733475197-1071,VW T6 2.0 TDI EURO 6 KASTEN,CHF 27'600.–,69'000 km,Diesel,"ARTHERSTRASSE, 63, 6318 WALCHWIL",27600,69000,1,20000 - 49999,47.089988708496094,8.523122787475586
1733475201-1072,VW T6 CALIFORNIA 3000 2.0 TDI 150 BEACH LIBERTY DSG,CHF 47'500.–,59'000 km,Diesel,"GOTTHARDSTRASSE 66, 6467 SCHATTDORF",47500,59000,1,20000 - 49999,46.86359786987305,8.647734642028809
